dossier_id,genre,age,zone,secteur,informel,personnes_a_charge,anciennete_activite_mois,chiffre_affaires,charges_activite,revenu_activite,flux_tresorerie_net,charges_perso,montant_demande,duree_mois,mensualite,taux_endettement,couverture_cashflow,epargne_mensuelle,regularite_epargne,participe_tontine,regularite_tontine,a_historique,nb_credits_anterieurs,nb_retards,deja_impaye,a_caution,capacite_caution,score_reputation,type_probleme,defaut,anciennete_membre_mois,endettement_externe_declare,montant_dernier_credit,type_credit,type_garantie,valeur_garantie,pertinence_saisonniere,croissance_ventes_pct,employeur_nom
BRK-2026-008739,M,40,rural,quincaillerie_materiaux,0,3,91,1664000,1339000,325000,1917751,52000,7200000,12,600000,1.8462,3.1963,3000,0.463,1,0.706,0,0,0,0,0,0.0,0.593,impaye,1,53,0,,salarie_autre,aucune,,neutre,-19,Fictif Coton Faso Services
BRK-2026-008740,F,34,urbain,quincaillerie_materiaux,1,4,78,334000,327320,6680,30643,97000,150000,12,12500,1.8713,2.4514,80000,0.762,1,0.466,0,0,0,0,0,0.0,0.737,retards,1,19,10000,,productif_fonds_roulement,vehicule,,,,
BRK-2026-008741,F,36,urbain,commerce_detail,1,2,31,162000,142000,20000,111812,82000,150000,6,25000,1.25,4.4725,71000,0.801,1,0.994,1,2,1,0,1,0.361,0.55,aucun,0,,0,150000,btp_marche_public,foncier,150000,neutre,-7,
BRK-2026-008742,M,51,urbain,commerce_detail,0,1,58,302000,243000,59000,13839,81000,150000,6,25000,0.4237,0.5536,1000,0.364,0,0.0,1,4,0,0,1,0.501,0.653,aucun,0,8,65000,150000,salarie_autre,caution_solidaire,175000,,-3,Fictif Négoce Nakambé
BRK-2026-008743,M,43,urbain,quincaillerie_materiaux,0,4,44,210000,186000,24000,10455,33000,150000,12,12500,0.5208,0.8364,8000,0.604,1,0.827,1,2,0,0,0,0.0,0.688,aucun,0,44,0,150000,btp_marche_public,,,neutre,,
BRK-2026-008744,F,44,urbain,commerce_detail,0,1,42,635000,515000,120000,331257,20000,1050000,12,87500,0.7292,3.7858,9000,0.096,0,0.0,1,3,1,0,1,0.262,0.976,aucun,0,26,,375000,productif_fonds_roulement,materiel,1200000,,,
BRK-2026-008745,M,34,urbain,commerce_detail,0,4,35,29176000,25728000,3448000,898435,39000,7600000,12,633333,0.1837,1.4186,4000,0.36,0,0.0,0,0,0,0,1,0.574,0.833,aucun,0,25,0,,,materiel,7000000,neutre,41,
BRK-2026-008746,M,37,rural,services,0,0,37,468000,166000,302000,161173,69000,225000,12,18750,0.0621,8.5959,1000,0.261,1,0.402,0,0,0,0,1,0.391,0.728,aucun,0,,132000,,productif_fonds_roulement,,150000,defavorable,,
BRK-2026-008747,M,43,urbain,vente_vivres,0,1,28,90000,82000,8000,50678,108000,150000,12,12500,1.5625,4.0542,39000,0.86,0,0.0,1,5,1,0,1,0.214,0.66,impaye,1,,0,,productif_fonds_roulement,aucune,,neutre,2,Fictif Boulangerie Faso Or
BRK-2026-008748,F,53,urbain,commerce_detail,0,1,34,189000,153000,36000,20669,56000,175000,12,14583,0.4051,1.4173,13000,0.746,0,0.0,1,2,2,0,1,0.183,0.49,aucun,0,12,0,,productif_fonds_roulement,caution_solidaire,150000,,,
BRK-2026-008749,M,49,urbain,commerce_detail,0,1,43,1948000,1627000,321000,91871,49000,1350000,12,112500,0.3505,0.8166,5000,0.461,0,0.0,1,3,0,0,1,0.481,0.48,aucun,0,,,,productif_fonds_roulement,caution_solidaire,350000,,,
BRK-2026-008750,F,45,rural,quincaillerie_materiaux,1,4,37,1789000,1480000,309000,190797,43000,2000000,12,166667,0.5394,1.1448,0,0.591,1,0.46,1,1,1,0,0,0.0,0.679,retards,1,16,,1350000,productif_immobilier,aucune,,,,
BRK-2026-008751,M,36,urbain,commerce_detail,1,1,18,90000,67000,23000,59200,53000,150000,12,12500,0.5435,4.736,2000,0.869,1,0.677,0,0,0,0,1,0.588,0.806,aucun,0,18,,,,foncier,,neutre,,Fictif Groupe Wend-Panga
BRK-2026-008752,M,56,urbain,services,0,4,40,345000,126000,219000,9361,28000,150000,12,12500,0.0571,0.7489,29000,0.537,0,0.0,0,0,0,0,1,0.167,0.943,retards,1,,,,productif_equipement,caution_solidaire,150000,,,Fictif Atelier Bobo Artisans
BRK-2026-008753,M,31,urbain,agriculture,1,1,76,169000,99000,70000,52668,20000,175000,12,14583,0.2083,3.6116,64000,0.493,1,0.762,1,2,0,0,1,0.107,0.553,aucun,0,76,115000,,agricole,,200000,neutre,,
BRK-2026-008754,F,41,urbain,agriculture,1,3,51,209000,122000,87000,60562,45000,275000,12,22917,0.2634,2.6427,0,0.254,1,0.722,1,1,1,0,1,0.685,0.715,aucun,0,,0,,,materiel,150000,favorable,5,
BRK-2026-008755,F,35,rural,vente_vivres,0,2,44,459000,402000,57000,5107,93000,175000,12,14583,0.2558,0.3502,28000,0.552,1,0.753,1,1,0,0,0,0.0,0.37,aucun,0,42,0,,productif_fonds_roulement,foncier,150000,,54,
BRK-2026-008756,F,26,rural,agriculture,0,4,40,429000,320000,109000,91617,63000,250000,12,20833,0.1911,4.3977,125000,0.381,1,0.95,0,0,1,0,1,0.668,0.747,aucun,0,21,,,agricole,,,neutre,27,
BRK-2026-008757,M,45,urbain,commerce_detail,1,2,66,17439000,15184000,2255000,355220,74000,5900000,12,491667,0.218,0.7225,44000,0.573,0,0.0,0,0,0,0,0,0.0,0.94,aucun,0,,,,agricole,aucune,,neutre,,
BRK-2026-008758,M,41,urbain,commerce_detail,1,2,23,1869000,1674000,195000,230098,83000,450000,12,37500,0.1923,6.1359,22000,0.717,1,0.675,1,2,0,0,1,0.543,0.835,aucun,0,20,0,,,aucune,,,,
BRK-2026-008759,M,45,urbain,commerce_detail,1,4,123,155000,128000,27000,29406,90000,150000,18,8333,0.3086,3.5289,36000,0.432,0,0.0,1,4,0,0,1,0.342,0.86,aucun,0,,0,,salarie_autre,,,,-13,Fictif Boulangerie Faso Or
BRK-2026-008760,M,36,urbain,agriculture,1,2,61,722000,471000,251000,60886,20000,475000,12,39583,0.1577,1.5382,31000,0.471,1,0.682,0,0,0,0,1,0.58,0.676,aucun,0,46,0,,agricole,aucune,,,,
BRK-2026-008761,F,30,rural,artisanat,0,3,43,2091000,1137000,954000,1757246,20000,5200000,18,288889,0.3028,6.0828,22000,0.636,1,0.842,1,1,0,0,1,0.558,0.485,aucun,0,1,595000,1950000,,domiciliation_salaire,,,-18,Fictif Comptoir du Sahel
BRK-2026-008762,M,52,urbain,quincaillerie_materiaux,0,5,65,372000,315000,57000,68832,98000,450000,12,37500,0.6579,1.8355,2000,0.675,1,0.878,1,1,0,0,1,0.532,0.495,aucun,0,2,,200000,productif_fonds_roulement,caution_solidaire,300000,neutre,3,
BRK-2026-008763,M,31,urbain,commerce_detail,0,3,48,25901000,19377000,6524000,7953702,20000,49500000,18,2750000,0.4215,2.8923,19000,0.245,1,0.444,1,2,1,1,1,0.158,0.705,aucun,0,36,0,34500000,,caution_solidaire,56000000,,,Fictif Boulangerie Faso Or
BRK-2026-008764,F,38,rural,services,0,3,82,545000,170000,375000,89179,54000,250000,12,20833,0.0556,4.2807,10000,0.444,0,0.0,0,0,1,0,1,0.434,0.645,aucun,0,82,0,,salarie_autre,aucune,,favorable,33,Fictif Négoce Nakambé
BRK-2026-008765,M,37,rural,artisanat,0,4,83,374000,207000,167000,55966,62000,375000,12,31250,0.1871,1.7909,155000,0.902,0,0.0,0,0,2,0,1,0.461,0.673,aucun,0,44,0,,,caution_solidaire,150000,defavorable,,
BRK-2026-008766,M,25,urbain,services,0,1,13,1265000,420000,845000,946878,83000,2100000,12,175000,0.2071,5.4107,39000,0.219,0,0.0,0,0,2,0,1,0.692,0.722,aucun,0,10,,,salarie_scolaire,materiel,,defavorable,,Fictif Boulangerie Faso Or
BRK-2026-008767,M,38,urbain,commerce_detail,0,4,60,389000,338000,51000,98977,20000,200000,12,16667,0.3268,5.9385,0,0.002,0,0.0,0,0,0,0,1,0.77,0.719,aucun,0,60,0,,productif_equipement,foncier,200000,,9,
BRK-2026-008768,M,37,rural,vente_vivres,0,2,59,813000,736000,77000,87053,92000,550000,12,45833,0.5952,1.8994,6000,0.334,1,0.926,0,0,0,0,0,0.0,0.801,aucun,0,24,,,salarie_autre,domiciliation_salaire,175000,,,Fictif Négoce Nakambé
BRK-2026-008769,F,35,urbain,quincaillerie_materiaux,0,1,70,90000,81000,9000,11502,41000,150000,12,12500,1.3889,0.9202,5000,0.997,0,0.0,1,2,2,0,1,0.703,0.856,retards,1,9,0,,productif_fonds_roulement,,,,,Fictif Groupe Wend-Panga
BRK-2026-008770,F,52,urbain,commerce_detail,0,4,63,131000,107000,24000,15473,56000,150000,18,8333,0.3472,1.8568,23000,0.082,0,0.0,0,0,0,0,1,0.498,0.9,aucun,0,,,,salarie_scolaire,caution_solidaire,150000,,-18,Fictif Groupe Wend-Panga
BRK-2026-008771,M,39,urbain,artisanat,0,2,29,288000,143000,145000,38818,88000,200000,12,16667,0.1149,2.329,9000,0.24,1,0.557,1,2,0,0,1,0.792,0.864,aucun,0,9,0,150000,,aucune,,,,
BRK-2026-008772,F,25,rural,agriculture,0,3,45,319000,240000,79000,53990,87000,550000,24,22917,0.2901,2.3559,5000,0.814,0,0.0,0,0,0,0,0,0.0,0.427,aucun,0,45,,,agricole,aucune,,,67,
BRK-2026-008773,F,47,urbain,services,0,3,71,90000,31000,59000,248110,84000,150000,12,12500,0.2119,19.8488,14000,0.989,1,0.808,0,0,0,0,0,0.0,0.772,aucun,0,,0,,productif_fonds_roulement,materiel,150000,,,
BRK-2026-008774,F,41,rural,commerce_detail,1,1,90,3832000,3136000,696000,354692,97000,1850000,12,154167,0.2215,2.3007,7000,0.906,1,0.148,1,4,0,0,1,0.404,0.285,aucun,0,15,,,,aucune,,neutre,-15,Fictif Comptoir du Sahel
BRK-2026-008775,F,60,rural,commerce_detail,0,2,51,824000,759000,65000,37177,62000,400000,12,33333,0.5128,1.1153,5000,0.094,1,0.871,1,3,0,0,0,0.0,0.566,aucun,0,,31000,200000,productif_immobilier,aucune,,,-8,
BRK-2026-008776,M,41,urbain,services,1,1,26,90000,33000,57000,48044,42000,150000,12,12500,0.2193,3.8435,2000,0.086,1,0.273,1,2,0,0,1,0.707,0.883,aucun,0,0,46000,150000,productif_equipement,caution_solidaire,150000,,,
BRK-2026-008777,M,47,urbain,commerce_detail,0,5,45,141000,122000,19000,168466,66000,150000,12,12500,0.6579,13.4773,0,0.538,1,0.47,1,2,0,0,1,0.158,0.662,aucun,0,17,0,150000,productif_fonds_roulement,materiel,150000,neutre,,
BRK-2026-008778,M,41,rural,vente_vivres,1,4,112,973000,901000,72000,106871,102000,425000,12,35417,0.4919,3.0175,10000,0.899,1,0.915,1,2,2,1,1,0.578,0.567,aucun,0,112,,,productif_equipement,vehicule,550000,neutre,15,
BRK-2026-008779,F,28,rural,services,1,2,50,118000,38000,80000,27283,69000,150000,12,12500,0.1562,2.1826,54000,0.403,0,0.0,0,0,0,0,1,0.391,0.531,aucun,0,50,,,productif_fonds_roulement,foncier,150000,favorable,,
BRK-2026-008780,F,30,urbain,commerce_detail,1,3,42,346000,286000,60000,17729,47000,150000,12,12500,0.2083,1.4183,0,0.843,0,0.0,1,2,1,0,1,0.541,0.668,aucun,0,,0,150000,productif_fonds_roulement,,150000,,,
BRK-2026-008781,F,25,urbain,artisanat,1,5,26,90000,58000,32000,34896,59000,150000,12,12500,0.3906,2.7917,18000,0.331,1,0.663,1,1,1,0,0,0.0,0.684,aucun,0,11,,150000,productif_fonds_roulement,,150000,,25,
BRK-2026-008782,F,33,urbain,vente_vivres,0,4,32,1638000,1238000,400000,347438,94000,1500000,12,125000,0.3125,2.7795,31000,0.18,0,0.0,1,3,0,0,0,0.0,0.938,aucun,0,30,,,productif_equipement,,1800000,,-22,
BRK-2026-008783,M,46,urbain,artisanat,0,3,92,902000,493000,409000,15105,20000,425000,18,23611,0.0577,0.6397,31000,0.581,1,0.696,1,2,0,0,1,0.501,0.818,aucun,0,89,,200000,productif_fonds_roulement,foncier,150000,neutre,-46,Fictif Atelier Bobo Artisans
BRK-2026-008784,M,20,rural,services,0,5,52,90000,31000,59000,72628,94000,150000,9,16667,0.2825,4.3576,26000,0.768,0,0.0,1,2,0,0,1,0.338,0.902,aucun,0,,0,150000,salarie_autre,,150000,neutre,-14,Fictif Quincaillerie du Plateau
BRK-2026-008785,F,35,urbain,artisanat,1,6,53,297000,174000,123000,99196,73000,175000,12,14583,0.1186,6.8022,35000,0.591,0,0.0,1,3,0,0,1,0.476,0.77,aucun,0,14,0,,productif_fonds_roulement,caution_solidaire,150000,favorable,26,
BRK-2026-008786,F,31,urbain,quincaillerie_materiaux,0,3,46,220000,183000,37000,31961,56000,150000,18,8333,0.2252,3.8355,62000,0.998,1,0.6,1,2,0,0,0,0.0,0.497,aucun,0,45,,150000,productif_fonds_roulement,materiel,150000,,-2,Fictif Négoce Nakambé
BRK-2026-008787,M,44,urbain,vente_vivres,1,2,18,603000,511000,92000,29743,86000,275000,9,30556,0.3321,0.9734,18000,0.388,1,0.97,1,2,3,0,1,0.455,0.609,aucun,0,11,,,productif_fonds_roulement,materiel,275000,,0,
BRK-2026-008788,M,37,rural,services,0,3,50,870000,303000,567000,60131,70000,425000,12,35417,0.0625,1.6978,19000,0.481,0,0.0,1,5,0,0,1,0.414,0.708,aucun,0,,710000,200000,productif_equipement,caution_solidaire,425000,,,
BRK-2026-008789,F,46,urbain,vente_vivres,0,3,40,230000,207000,23000,29657,88000,150000,6,25000,1.087,1.1863,5000,0.132,0,0.0,1,3,0,0,1,0.483,0.801,aucun,0,,,150000,agricole,,150000,neutre,-18,
BRK-2026-008790,F,36,urbain,vente_vivres,1,3,26,674000,569000,105000,95015,60000,475000,12,39583,0.377,2.4004,2000,0.29,1,0.764,1,2,1,0,0,0.0,0.725,aucun,0,6,,225000,productif_fonds_roulement,materiel,425000,favorable,20,
BRK-2026-008791,F,36,rural,quincaillerie_materiaux,0,3,19,90000,88200,1800,31734,26000,150000,12,12500,3.0,2.5387,479000,0.505,0,0.0,1,1,3,1,1,0.623,0.688,impaye,1,,0,,productif_fonds_roulement,aucune,,favorable,-22,
BRK-2026-008792,F,33,urbain,agriculture,0,4,98,453000,330000,123000,6453,52000,150000,12,12500,0.1016,0.5162,47000,0.334,0,0.0,1,2,1,0,0,0.0,0.601,aucun,0,34,,150000,agricole,aucune,,,,
BRK-2026-008793,M,38,rural,quincaillerie_materiaux,1,3,89,90000,77000,13000,140230,101000,150000,12,12500,0.9615,11.2184,10000,0.779,1,0.613,1,2,0,0,0,0.0,0.549,aucun,0,,24000,150000,btp_marche_public,,,favorable,25,
BRK-2026-008794,M,27,urbain,commerce_detail,1,5,96,2991000,2766000,225000,835928,20000,1800000,12,150000,0.6667,5.5729,138000,0.975,1,0.675,0,0,0,0,1,0.483,0.715,aucun,0,,156000,,agricole,domiciliation_salaire,1200000,,19,
BRK-2026-008795,M,20,urbain,agriculture,1,5,39,12440000,9015000,3425000,6170916,41000,7600000,12,633333,0.1849,9.7436,66000,0.36,1,0.82,1,2,0,0,1,0.748,0.698,aucun,0,10,,2800000,agricole,,8900000,favorable,19,
BRK-2026-008796,M,38,rural,services,1,1,54,268000,79000,189000,17744,54000,425000,24,17708,0.0937,1.002,9000,0.109,1,0.78,0,0,0,0,1,0.486,0.589,aucun,0,,0,,salarie_scolaire,caution_solidaire,150000,defavorable,,Fictif Garage Cascades
BRK-2026-008797,F,36,urbain,services,1,7,46,985000,271000,714000,120705,62000,750000,12,62500,0.0875,1.9313,13000,0.569,1,0.476,0,0,0,0,0,0.0,0.886,aucun,0,46,,,productif_equipement,,,,14,
BRK-2026-008798,F,29,urbain,commerce_detail,0,1,44,1943000,1766000,177000,178200,83000,550000,12,45833,0.2589,3.888,22000,0.484,0,0.0,0,0,0,0,1,0.561,0.948,aucun,0,,160000,,productif_immobilier,aucune,,,,
BRK-2026-008799,F,52,rural,services,1,3,12,464000,156000,308000,151972,76000,275000,12,22917,0.0744,6.6314,4000,0.428,0,0.0,1,2,0,0,0,0.0,0.738,aucun,0,,0,,productif_immobilier,,325000,defavorable,9,
BRK-2026-008800,F,29,rural,services,1,2,27,12617000,4083000,8534000,2727216,20000,23500000,24,979167,0.1147,2.7852,25000,0.525,1,0.56,1,3,1,0,1,0.812,0.251,aucun,0,4,,,btp_marche_public,caution_solidaire,34500000,favorable,-63,
BRK-2026-008801,F,32,urbain,artisanat,1,3,28,329000,200000,129000,53428,71000,200000,12,16667,0.1292,3.2056,25000,0.832,1,0.836,0,0,0,0,1,0.642,0.596,aucun,0,,0,,productif_equipement,materiel,250000,favorable,19,
BRK-2026-008802,M,35,rural,commerce_detail,0,7,30,246000,187000,59000,77789,105000,400000,9,44444,0.7533,1.7503,0,0.276,0,0.0,0,0,0,0,1,0.228,0.759,aucun,0,8,0,,btp_marche_public,caution_solidaire,150000,,,
BRK-2026-008803,M,47,urbain,commerce_detail,0,4,27,1447000,1252000,195000,388635,75000,950000,12,79167,0.406,4.9091,161000,0.874,0,0.0,0,0,1,0,1,0.365,0.832,retards,1,11,0,,productif_immobilier,aucune,,,-21,Fictif Faso Distribution
BRK-2026-008804,F,27,urbain,services,0,4,50,104000,34000,70000,44361,20000,150000,12,12500,0.1786,3.5489,0,0.802,1,0.52,0,0,0,0,0,0.0,0.716,aucun,0,50,0,,productif_fonds_roulement,aucune,,,,Fictif Comptoir du Sahel
BRK-2026-008805,F,33,rural,artisanat,1,1,33,316000,186000,130000,97040,20000,225000,12,18750,0.1442,5.1755,13000,0.559,0,0.0,0,0,0,0,1,0.302,0.85,aucun,0,29,,,salarie_scolaire,,,neutre,,Fictif Faso Distribution
BRK-2026-008806,M,46,urbain,quincaillerie_materiaux,0,2,41,3544000,3382000,162000,20524,25000,600000,12,50000,0.3086,0.4105,85000,0.342,0,0.0,0,0,2,0,0,0.0,0.921,aucun,0,41,0,,productif_fonds_roulement,aucune,,,,
BRK-2026-008807,F,44,rural,artisanat,0,4,84,161000,83000,78000,14973,90000,175000,12,14583,0.187,1.0267,13000,0.625,1,0.533,1,2,0,0,1,0.704,0.68,aucun,0,,,150000,salarie_scolaire,caution_solidaire,150000,defavorable,0,Fictif Garage Cascades
BRK-2026-008808,F,42,rural,vente_vivres,1,4,47,605000,509000,96000,55580,65000,400000,12,33333,0.3472,1.6674,0,0.976,1,0.491,0,0,0,0,1,0.587,0.575,aucun,0,43,,,productif_fonds_roulement,,350000,neutre,-28,
BRK-2026-008809,M,41,rural,services,1,3,27,830000,264000,566000,199921,20000,1250000,18,69444,0.1227,2.8789,23000,0.903,1,0.832,1,2,3,0,0,0.0,0.789,retards,1,4,,450000,salarie_scolaire,aucune,,defavorable,5,Fictif Groupe Wend-Panga
BRK-2026-008810,M,35,rural,artisanat,0,2,23,1974000,1071000,903000,344466,78000,2200000,12,183333,0.203,1.8789,11000,0.63,1,0.406,0,0,3,0,1,0.729,0.69,aucun,0,,0,,btp_marche_public,,1300000,,-24,Fictif Coton Faso Services
BRK-2026-008811,M,28,rural,commerce_detail,1,2,52,2557000,2246000,311000,205283,120000,750000,12,62500,0.201,3.2845,4000,0.662,1,0.915,1,3,0,0,1,0.706,0.782,aucun,0,,134000,325000,salarie_scolaire,,300000,defavorable,,Fictif Groupe Wend-Panga
BRK-2026-008812,M,29,rural,commerce_detail,1,5,12,143000,115000,28000,110585,20000,150000,12,12500,0.4464,8.8468,27000,0.43,0,0.0,1,3,1,0,0,0.0,0.799,aucun,0,9,33000,150000,productif_equipement,caution_solidaire,150000,,18,
BRK-2026-008813,M,39,rural,commerce_detail,0,4,57,6451000,5923000,528000,661412,52000,1400000,12,116667,0.221,5.6692,4000,0.063,0,0.0,0,0,3,0,1,0.43,0.614,aucun,0,31,,,salarie_scolaire,caution_solidaire,1050000,,-2,Fictif Garage Cascades
BRK-2026-008814,F,25,urbain,quincaillerie_materiaux,1,2,55,297000,232000,65000,188233,65000,325000,12,27083,0.4167,6.9502,47000,0.864,1,0.082,1,1,0,0,1,0.66,0.62,aucun,0,5,104000,150000,productif_fonds_roulement,aucune,,,2,
BRK-2026-008815,F,41,rural,vente_vivres,0,3,37,202000,168000,34000,58392,106000,250000,12,20833,0.6127,2.8029,4000,0.807,1,0.87,1,3,0,0,1,0.556,0.669,aucun,0,,,150000,productif_fonds_roulement,materiel,150000,defavorable,,
BRK-2026-008816,F,31,urbain,commerce_detail,1,2,58,1107000,1003000,104000,16553,46000,200000,12,16667,0.1603,0.9932,16000,0.348,0,0.0,1,5,1,0,1,0.372,0.882,aucun,0,56,,,,caution_solidaire,150000,,,
BRK-2026-008817,M,32,rural,commerce_detail,1,6,78,90000,70000,20000,32417,92000,150000,12,12500,0.625,2.5934,41000,0.389,0,0.0,0,0,0,0,1,0.564,0.796,impaye,1,,,,productif_fonds_roulement,caution_solidaire,,defavorable,-17,
BRK-2026-008818,M,20,rural,commerce_detail,0,0,36,992000,972160,19840,28941,63000,150000,12,12500,0.63,2.3153,725000,0.374,1,0.534,1,2,1,0,0,0.0,0.606,impaye,1,,13000,150000,agricole,,,,34,
BRK-2026-008819,F,33,rural,quincaillerie_materiaux,0,3,25,90000,73000,17000,11702,35000,150000,18,8333,0.4902,1.4043,3000,0.675,1,0.834,1,2,0,0,0,0.0,0.535,aucun,0,25,0,,productif_fonds_roulement,,,,,
BRK-2026-008820,F,30,urbain,quincaillerie_materiaux,1,4,114,251000,215000,36000,11666,61000,150000,12,12500,0.3472,0.9333,26000,0.855,0,0.0,1,2,0,0,1,0.489,0.454,aucun,0,74,0,150000,,aucune,,,-32,Fictif Faso Distribution
BRK-2026-008821,M,39,urbain,vente_vivres,1,3,35,456000,370000,86000,251448,59000,850000,12,70833,0.8236,3.5499,24000,0.48,1,0.98,1,2,0,0,0,0.0,0.612,aucun,0,35,,350000,salarie_scolaire,aucune,,,,Fictif Garage Cascades
BRK-2026-008822,F,34,urbain,agriculture,0,5,74,352000,239000,113000,49084,22000,200000,12,16667,0.1475,2.945,63000,0.784,1,0.283,0,0,0,0,1,0.421,0.518,aucun,0,74,110000,,agricole,aucune,,,-20,
BRK-2026-008823,F,29,urbain,services,0,3,74,154000,43000,111000,74601,38000,150000,12,12500,0.1126,5.9681,10000,0.442,0,0.0,0,0,0,0,1,0.102,0.833,aucun,0,,0,,productif_fonds_roulement,materiel,,,9,
BRK-2026-008824,F,55,urbain,services,0,1,43,1057000,356000,701000,93547,48000,275000,6,45833,0.0654,2.041,0,0.813,0,0.0,0,0,1,0,1,0.619,0.37,aucun,0,6,955000,,,,250000,,,
BRK-2026-008825,F,47,rural,commerce_detail,1,3,80,100000,98000,2000,37382,20000,150000,12,12500,3.0,2.9906,23000,0.352,0,0.0,0,0,1,0,0,0.0,0.739,retards,1,25,,,salarie_scolaire,aucune,,,,Fictif Groupe Wend-Panga
BRK-2026-008826,F,29,urbain,services,1,3,29,320000,107000,213000,85040,57000,225000,12,18750,0.088,4.5355,0,0.796,1,0.652,1,2,0,0,1,0.246,0.406,aucun,0,25,,150000,productif_fonds_roulement,,275000,,18,
BRK-2026-008827,M,38,rural,vente_vivres,1,2,25,2639000,1863000,776000,447425,94000,4800000,18,266667,0.3436,1.6778,48000,0.36,1,0.705,1,1,0,0,1,0.457,0.947,aucun,0,4,,,,,2900000,defavorable,-15,
BRK-2026-008828,F,32,rural,quincaillerie_materiaux,0,4,10,475000,309000,166000,256209,73000,650000,12,54167,0.3263,4.73,0,0.16,0,0.0,0,0,1,0,0,0.0,0.764,aucun,0,8,0,,agricole,,,neutre,51,
BRK-2026-008829,F,46,urbain,artisanat,1,2,21,1539000,975000,564000,243866,76000,850000,12,70833,0.1256,3.4428,0,0.242,1,0.761,0,0,2,0,1,0.556,0.876,aucun,0,4,0,,productif_fonds_roulement,foncier,500000,neutre,,
BRK-2026-008830,M,36,urbain,vente_vivres,1,4,30,90000,69000,21000,38942,57000,150000,12,12500,0.5952,3.1154,0,0.556,1,0.833,1,3,0,0,1,0.243,0.317,aucun,0,,,150000,productif_fonds_roulement,caution_solidaire,150000,defavorable,-53,
BRK-2026-008831,M,35,urbain,commerce_detail,1,3,69,1150000,973000,177000,149899,41000,350000,12,29167,0.1648,5.1393,13000,0.639,0,0.0,0,0,0,0,1,0.512,0.651,aucun,0,,,,salarie_scolaire,vehicule,275000,,,Fictif Quincaillerie du Plateau
BRK-2026-008832,M,32,urbain,artisanat,0,1,58,4166000,2209000,1957000,9387456,78000,4000000,12,333333,0.1703,28.1624,2000,0.268,1,0.723,1,2,1,0,1,0.296,0.652,aucun,0,,,2200000,productif_equipement,,,neutre,,
BRK-2026-008833,F,44,rural,commerce_detail,1,3,40,1100000,848000,252000,98464,27000,1150000,12,95833,0.3803,1.0275,23000,0.306,0,0.0,1,1,0,0,1,0.397,0.81,aucun,0,26,0,800000,productif_fonds_roulement,caution_solidaire,800000,favorable,,
BRK-2026-008834,F,32,rural,services,0,3,55,192000,64000,128000,18637,115000,150000,12,12500,0.0977,1.491,5000,0.612,0,0.0,1,2,1,0,1,0.138,0.785,aucun,0,55,0,,productif_immobilier,materiel,150000,neutre,-7,
BRK-2026-008835,F,50,rural,services,0,2,45,690000,199000,491000,83917,72000,1200000,24,50000,0.1018,1.6783,9000,0.997,1,0.594,0,0,0,0,0,0.0,0.791,aucun,0,45,,,productif_fonds_roulement,,,,,
BRK-2026-008836,M,37,urbain,vente_vivres,0,4,55,910000,833000,77000,39472,42000,425000,12,35417,0.46,1.1145,12000,0.167,0,0.0,1,3,3,0,1,0.538,0.914,impaye,1,15,,175000,productif_fonds_roulement,,650000,,,
BRK-2026-008837,F,30,urbain,agriculture,1,2,35,90000,65000,25000,12864,69000,150000,12,12500,0.5,1.0291,2000,0.319,1,0.988,1,1,0,0,1,0.474,0.749,aucun,0,35,25000,,agricole,foncier,150000,,,
BRK-2026-008838,M,35,urbain,commerce_detail,1,2,68,1683000,1314000,369000,97279,89000,850000,12,70833,0.192,1.3734,134000,0.974,0,0.0,0,0,1,0,0,0.0,0.744,aucun,0,32,0,,productif_equipement,materiel,,neutre,,
BRK-2026-008839,F,33,rural,commerce_detail,1,2,16,1569000,1221000,348000,434509,75000,1150000,12,95833,0.2754,4.534,0,0.641,0,0.0,1,2,1,0,0,0.0,0.973,aucun,0,12,,,salarie_autre,aucune,,,,Fictif Quincaillerie du Plateau
BRK-2026-008840,M,38,urbain,vente_vivres,0,0,56,642000,594000,48000,40245,67000,225000,18,12500,0.2604,3.2196,14000,0.969,1,0.797,0,0,0,0,0,0.0,0.821,aucun,0,38,0,,agricole,,175000,neutre,2,
BRK-2026-008841,F,43,urbain,services,0,5,27,146000,46000,100000,126216,20000,150000,12,12500,0.125,10.0973,6000,0.478,1,0.767,0,0,0,0,1,0.352,0.529,aucun,0,10,,,productif_equipement,foncier,150000,,-6,
BRK-2026-008842,F,30,rural,vente_vivres,1,5,47,1893000,1576000,317000,527893,54000,2800000,12,233333,0.7361,2.2624,0,0.57,1,0.999,1,2,1,0,1,0.785,0.489,aucun,0,,437000,,,,,neutre,-7,
BRK-2026-008843,F,33,rural,quincaillerie_materiaux,1,2,35,558000,517000,41000,10426,84000,150000,12,12500,0.3049,0.8341,2000,0.499,1,0.791,1,2,0,0,1,0.29,0.815,aucun,0,4,0,150000,btp_marche_public,aucune,,,,
BRK-2026-008844,F,40,urbain,quincaillerie_materiaux,0,3,53,115000,95000,20000,39597,87000,150000,12,12500,0.625,3.1678,24000,0.633,1,0.625,1,2,0,0,1,0.497,0.812,aucun,0,,,150000,productif_equipement,,,,-24,
