genre,age,zone,secteur,informel,personnes_a_charge,anciennete_activite_mois,chiffre_affaires,charges_activite,revenu_activite,flux_tresorerie_net,charges_perso,montant_demande,duree_mois,mensualite,taux_endettement,couverture_cashflow,epargne_mensuelle,regularite_epargne,participe_tontine,regularite_tontine,a_historique,nb_credits_anterieurs,nb_retards,deja_impaye,a_caution,capacite_caution,score_reputation,type_probleme,defaut
M,37,urbain,services,0,2,49,790000,160000,630000,542000,63000,406000,12,39900,0.063,13.584,74000,0.726,1,0.475,1,2,1,0,1,0.469,0.821,aucun,0
M,35,urbain,commerce_detail,1,1,21,520000,417000,103000,89000,41000,232000,24,11400,0.111,7.806,6000,0.752,0,0,0,0,0,0,1,0.299,0.794,aucun,0
M,24,rural,vente_vivres,1,5,58,341000,303000,38000,34000,104000,344000,18,22600,0.595,1.504,3000,0.76,1,0.689,1,2,0,0,1,0.459,0.873,aucun,0
F,51,urbain,quincaillerie_materiaux,1,2,68,507000,427000,80000,71000,52000,254000,24,12500,0.156,5.68,4000,0.553,1,0.812,1,2,0,0,1,0.506,0.982,aucun,0
F,45,urbain,vente_vivres,1,5,38,1705000,1380000,325000,273000,75000,583000,12,57300,0.176,4.764,34000,0.82,0,0,1,1,1,0,1,0.483,0.696,aucun,0
M,35,urbain,commerce_detail,0,2,14,359000,288000,71000,60000,45000,150000,12,14800,0.208,4.054,4000,0.295,0,0,0,0,0,0,0,0,0.557,aucun,0
F,50,rural,vente_vivres,0,6,43,1371000,1234000,137000,136000,90000,759000,12,74600,0.545,1.823,7000,0.857,0,0,0,0,0,0,1,0.452,0.661,retards,1
M,32,rural,vente_vivres,1,1,20,1570000,1321000,249000,236000,57000,1565000,12,153900,0.618,1.533,19000,0.613,1,0.669,0,0,0,0,1,0.411,0.667,retards,1
F,21,rural,commerce_detail,1,1,50,137000,116000,21000,20000,20000,150000,12,14800,0.705,1.351,0,0.367,1,0.762,0,0,0,0,1,0.572,0.689,aucun,0
F,47,rural,services,1,5,25,536000,185000,351000,283000,115000,192000,12,18900,0.054,14.973,57000,0.635,1,0.963,1,7,1,0,0,0,0.868,aucun,0
M,26,urbain,commerce_detail,0,4,47,260000,214000,46000,48000,37000,183000,12,18000,0.391,2.667,2000,0.333,0,0,0,0,0,0,0,0,0.904,aucun,0
F,36,rural,quincaillerie_materiaux,0,2,30,167000,139000,28000,22000,20000,150000,12,14800,0.529,1.486,3000,0.136,0,0,1,0,1,0,1,0.597,0.798,aucun,0
F,40,urbain,vente_vivres,0,2,44,1171000,973000,198000,189000,61000,1097000,6,215700,1.089,0.876,2000,0.52,1,0.807,1,3,0,0,1,0.688,0.748,retards,1
M,41,urbain,artisanat,1,5,59,893000,434000,459000,447000,96000,651000,6,128000,0.279,3.492,32000,0.785,0,0,1,2,1,1,1,0.169,0.793,aucun,0
M,46,rural,commerce_detail,1,1,60,747000,664000,83000,69000,55000,405000,6,79600,0.959,0.867,1000,0.996,1,0.366,1,0,0,0,1,0.436,0.633,aucun,0
M,43,rural,commerce_detail,0,3,24,237000,206000,31000,24000,58000,260000,12,25600,0.826,0.937,6000,0.317,1,0.448,1,2,2,0,0,0,0.902,impaye,1
F,43,urbain,commerce_detail,1,2,32,714000,627000,87000,84000,53000,336000,12,33000,0.379,2.545,14000,0.799,0,0,0,0,0,0,1,0.408,0.681,aucun,0
F,31,rural,vente_vivres,1,2,32,2005000,1799000,206000,189000,70000,2145000,12,210900,1.024,0.896,32000,0.276,0,0,1,0,1,1,0,0,0.899,aucun,0
M,41,rural,commerce_detail,0,6,42,11551000,9013000,2538000,2639000,118000,4942000,12,486000,0.191,5.43,94000,0.939,0,0,0,0,0,0,0,0,0.487,aucun,0
F,24,urbain,services,0,2,71,340000,132000,208000,201000,67000,235000,12,23100,0.111,8.701,21000,0.248,1,0.383,0,0,0,0,0,0,0.791,aucun,0
F,52,urbain,commerce_detail,0,4,35,1459000,1222000,237000,244000,80000,502000,12,49400,0.208,4.939,37000,0.723,1,0.67,1,0,1,0,1,0.578,0.916,retards,1
F,25,urbain,commerce_detail,0,1,48,439000,383000,56000,53000,36000,443000,12,43600,0.779,1.216,4000,0.241,1,0.209,1,2,1,0,1,0.361,0.747,aucun,0
F,35,urbain,vente_vivres,0,4,34,727000,665000,62000,56000,45000,484000,12,47600,0.768,1.176,0,0.648,1,0.712,0,0,0,0,0,0,0.544,aucun,0
M,26,urbain,services,1,2,25,728000,211000,517000,534000,51000,729000,12,71700,0.139,7.448,39000,0.503,1,0.829,0,0,0,0,1,0.361,0.945,aucun,0
M,31,urbain,artisanat,0,2,16,560000,330000,230000,229000,61000,533000,12,52400,0.228,4.37,37000,0.79,1,0.857,1,3,0,0,1,0.736,0.847,aucun,0
M,38,urbain,services,0,0,29,8754000,2417000,6337000,4819000,33000,3603000,12,354300,0.056,13.601,127000,0.87,1,0.755,0,0,0,0,1,0.265,0.712,aucun,0
F,33,urbain,quincaillerie_materiaux,0,5,19,773000,710000,63000,58000,99000,232000,12,22800,0.362,2.544,1000,0.802,0,0,0,0,0,0,1,0.324,0.786,aucun,0
F,48,rural,services,0,1,19,2233000,588000,1645000,1307000,47000,2298000,12,226000,0.137,5.783,177000,0.658,1,0.898,0,0,0,0,1,0.666,0.938,aucun,0
F,40,rural,services,0,3,44,841000,242000,599000,620000,78000,612000,12,60200,0.101,10.299,24000,0.293,1,0.27,0,0,0,0,1,0.267,0.725,aucun,0
F,34,urbain,commerce_detail,1,2,47,9463000,8389000,1074000,1023000,57000,9224000,12,907000,0.845,1.128,75000,0.786,1,0.606,1,3,1,0,1,0.47,0.912,retards,1
F,37,urbain,quincaillerie_materiaux,0,1,61,837000,696000,141000,125000,39000,700000,12,68800,0.488,1.817,10000,0.251,0,0,0,0,0,0,1,0.557,0.848,aucun,0
F,49,urbain,services,0,2,13,442000,143000,299000,310000,66000,400000,12,39300,0.131,7.888,38000,0.377,1,0.263,1,2,1,1,0,0,0.451,aucun,0
F,46,urbain,commerce_detail,1,3,56,693000,589000,104000,88000,75000,458000,9,60000,0.577,1.467,1000,0.377,0,0,0,0,0,0,0,0,0.795,aucun,0
M,28,urbain,quincaillerie_materiaux,0,2,9,438000,387000,51000,45000,40000,383000,12,37700,0.739,1.194,6000,0.445,0,0,1,2,2,0,1,0.674,0.987,aucun,0
M,32,urbain,vente_vivres,0,2,25,540000,440000,100000,87000,64000,557000,12,54800,0.548,1.588,9000,0.511,1,0.539,1,1,2,0,0,0,0.585,aucun,0
F,42,urbain,vente_vivres,1,5,34,218000,175000,43000,34000,26000,186000,12,18300,0.426,1.858,4000,0.746,0,0,1,2,1,0,1,0.369,0.544,retards,1
F,41,rural,commerce_detail,1,3,25,1930000,1602000,328000,261000,69000,2011000,12,197700,0.603,1.32,42000,0.789,1,0.858,1,2,4,0,0,0,0.607,aucun,0
M,29,urbain,services,0,2,37,3095000,970000,2125000,1971000,52000,1409000,12,138600,0.065,14.221,245000,0.9,0,0,0,0,0,0,1,0.33,0.652,aucun,0
M,45,rural,artisanat,0,3,41,328000,219000,109000,84000,71000,306000,18,20100,0.184,4.179,13000,0.415,0,0,1,4,0,0,1,0.652,0.519,aucun,0
M,30,urbain,commerce_detail,1,1,8,1165000,1014000,151000,155000,49000,816000,24,40100,0.266,3.865,8000,0.655,1,0.524,0,0,0,0,1,0.85,0.716,aucun,0
F,50,urbain,vente_vivres,0,2,48,2062000,1798000,264000,224000,63000,622000,24,30600,0.116,7.32,41000,0.842,1,0.808,0,0,0,0,1,0.448,0.324,aucun,0
M,43,rural,commerce_detail,0,4,28,6245000,5029000,1216000,1029000,87000,4987000,12,490400,0.403,2.098,135000,0.133,0,0,0,0,0,0,0,0,0.881,aucun,0
F,28,urbain,commerce_detail,1,5,55,95000,84000,11000,9000,20000,150000,12,14800,1.345,0.608,1000,0.809,0,0,1,1,0,0,1,0.589,0.35,aucun,0
F,33,rural,agriculture,1,4,56,2168000,1289000,879000,752000,75000,2368000,12,232900,0.265,3.229,79000,0.678,1,0.834,1,2,0,0,0,0,0.451,impaye,1
F,33,rural,vente_vivres,0,3,39,592000,541000,51000,49000,39000,475000,18,31100,0.61,1.576,2000,0.511,1,0.878,1,1,1,0,0,0,0.747,aucun,0
F,39,urbain,vente_vivres,1,5,60,4968000,4538000,430000,446000,107000,1794000,12,176400,0.41,2.528,61000,0.347,0,0,0,0,0,0,1,0.42,0.891,aucun,0
F,36,urbain,commerce_detail,0,0,22,622000,558000,64000,52000,22000,680000,12,66900,1.045,0.777,3000,0.705,1,0.694,1,0,0,0,1,0.513,0.81,aucun,0
F,28,urbain,agriculture,0,1,26,436000,268000,168000,135000,45000,226000,12,22200,0.132,6.081,18000,0.468,1,0.62,1,3,1,0,0,0,0.633,aucun,0
M,25,urbain,commerce_detail,1,3,12,7389000,5885000,1504000,1191000,73000,6226000,24,306100,0.204,3.891,253000,0.263,0,0,0,0,0,0,1,0.235,0.783,aucun,0
F,43,urbain,services,0,1,49,380000,136000,244000,225000,43000,288000,6,56600,0.232,3.975,24000,0.228,1,0.257,1,3,1,0,1,0.491,0.773,aucun,0
F,41,urbain,commerce_detail,1,4,37,789000,655000,134000,105000,93000,436000,12,42900,0.32,2.447,1000,0.861,0,0,1,3,2,0,1,0.467,0.767,aucun,0
F,39,rural,commerce_detail,0,7,34,1791000,1480000,311000,241000,130000,1067000,12,104900,0.337,2.297,54000,0.637,0,0,1,1,2,0,0,0,0.326,impaye,1
F,40,rural,services,1,6,32,1784000,605000,1179000,1147000,102000,1436000,12,141200,0.12,8.123,120000,0.771,1,0.741,0,0,0,0,1,0.716,0.723,aucun,0
F,32,urbain,commerce_detail,0,3,30,1516000,1308000,208000,205000,77000,1502000,12,147700,0.71,1.388,7000,0.536,1,0.4,1,4,2,0,1,0.694,0.591,aucun,0
F,40,urbain,services,1,6,19,416000,118000,298000,252000,109000,439000,9,57600,0.193,4.375,27000,0.321,1,0.556,1,2,1,0,1,0.266,0.824,aucun,0
F,61,rural,commerce_detail,0,7,17,525000,431000,94000,87000,114000,573000,18,37600,0.4,2.314,6000,0.904,1,0.538,0,0,0,0,1,0.803,0.463,aucun,0
M,49,rural,services,0,5,87,94000,33000,61000,59000,46000,150000,12,14800,0.243,3.986,5000,0.65,0,0,0,0,0,0,1,0.167,0.816,aucun,0
M,35,urbain,services,0,4,47,561000,122000,439000,336000,74000,230000,18,15100,0.034,22.25,38000,0.981,0,0,0,0,0,0,1,0.667,0.664,aucun,0
F,33,urbain,services,1,3,33,614000,230000,384000,361000,68000,261000,18,17100,0.045,21.11,57000,0.633,1,0.839,1,2,0,0,0,0,0.895,aucun,0
M,20,rural,commerce_detail,0,0,31,1122000,983000,139000,116000,33000,1209000,18,79300,0.57,1.463,6000,0.644,1,0.549,1,0,2,0,0,0,0.978,aucun,0
M,48,rural,services,0,3,44,2747000,1154000,1593000,1390000,71000,914000,12,89900,0.056,15.461,189000,0.672,0,0,1,2,0,0,1,0.461,0.721,aucun,0
M,45,rural,agriculture,1,4,66,1093000,791000,302000,259000,80000,921000,12,90600,0.3,2.859,39000,0.043,1,0.874,0,0,0,0,0,0,0.693,aucun,0
M,33,urbain,commerce_detail,1,3,39,1484000,1248000,236000,228000,62000,1579000,12,155300,0.658,1.468,42000,0.351,1,0.709,1,1,0,0,1,0.537,0.929,aucun,0
M,25,urbain,commerce_detail,0,4,105,588000,520000,68000,61000,53000,435000,12,42800,0.629,1.425,4000,0.661,0,0,0,0,0,0,1,0.867,0.814,aucun,0
M,28,urbain,services,1,3,50,1779000,574000,1205000,1179000,61000,457000,12,44900,0.037,26.258,43000,0.299,0,0,0,0,0,0,1,0.143,0.468,aucun,0
M,42,urbain,commerce_detail,0,4,28,603000,527000,76000,64000,65000,184000,12,18100,0.238,3.536,13000,0.697,1,0.662,0,0,0,0,1,0.319,0.936,aucun,0
F,37,rural,services,1,2,17,1575000,340000,1235000,1127000,53000,1344000,12,132200,0.107,8.525,211000,0.357,1,0.596,1,3,0,0,0,0,0.714,aucun,0
F,44,urbain,services,1,4,64,1183000,446000,737000,753000,72000,696000,12,68400,0.093,11.009,103000,0.147,1,0.678,1,3,2,0,0,0,0.845,aucun,0
F,39,rural,commerce_detail,0,2,21,834000,659000,175000,154000,55000,567000,12,55800,0.319,2.76,12000,0.164,0,0,1,1,3,0,1,0.697,0.769,aucun,0
F,47,rural,quincaillerie_materiaux,1,2,55,161000,133000,28000,26000,20000,150000,12,14800,0.529,1.757,5000,0.693,0,0,0,0,0,0,1,0.288,0.834,aucun,0
F,41,rural,quincaillerie_materiaux,0,2,44,1513000,1324000,189000,180000,61000,1534000,12,150800,0.798,1.194,20000,0.735,1,0.361,0,0,0,0,1,0.612,0.753,aucun,0
F,45,rural,commerce_detail,1,4,15,16930000,13448000,3482000,3565000,90000,17262000,12,1697400,0.487,2.1,137000,0.868,0,0,0,0,0,0,1,0.306,0.811,aucun,0
M,20,rural,artisanat,0,0,43,1085000,569000,516000,485000,43000,827000,12,81300,0.158,5.965,77000,0.795,0,0,0,0,0,0,1,0.492,0.857,aucun,0
M,27,urbain,commerce_detail,1,7,48,780000,681000,99000,92000,88000,511000,18,33500,0.338,2.746,9000,0.846,0,0,1,1,0,0,1,0.739,0.68,aucun,0
M,35,urbain,vente_vivres,1,8,30,903000,782000,121000,121000,96000,528000,6,103800,0.858,1.166,1000,0.212,0,0,0,0,0,0,1,0.488,0.755,aucun,0
F,48,urbain,artisanat,0,3,29,1804000,1116000,688000,721000,50000,754000,18,49400,0.072,14.595,96000,0.775,1,0.307,0,0,0,0,0,0,0.711,aucun,0
F,55,rural,commerce_detail,1,4,31,399000,349000,50000,51000,35000,418000,6,82200,1.644,0.62,7000,0.685,1,0.627,0,0,0,0,1,0.536,0.625,impaye,1
M,37,rural,artisanat,0,1,64,889000,498000,391000,308000,39000,592000,12,58200,0.149,5.292,60000,0.821,0,0,1,1,0,0,1,0.366,0.526,aucun,0
M,32,urbain,commerce_detail,1,3,28,308000,277000,31000,30000,26000,150000,18,9800,0.316,3.061,1000,0.271,0,0,0,0,0,0,1,0.475,0.823,aucun,0
M,20,urbain,vente_vivres,1,2,13,18094000,14914000,3180000,2698000,52000,16716000,12,1643700,0.517,1.641,193000,0.862,0,0,1,1,1,0,1,0.892,0.745,aucun,0
M,46,urbain,commerce_detail,1,1,37,739000,584000,155000,136000,44000,795000,24,39100,0.252,3.478,22000,0.637,0,0,1,7,1,0,0,0,0.323,retards,1
M,33,urbain,services,0,4,12,349000,98000,251000,237000,80000,171000,12,16800,0.067,14.106,34000,0.808,0,0,0,0,0,0,1,0.758,0.938,aucun,0
F,65,rural,services,1,3,42,647000,253000,394000,313000,75000,540000,24,26600,0.068,11.766,63000,0.56,1,0.566,1,5,2,0,1,0.364,0.945,aucun,0
F,31,urbain,artisanat,0,7,20,7893000,3727000,4166000,3990000,122000,8661000,12,851700,0.204,4.685,411000,0.955,0,0,1,1,3,0,1,0.111,0.474,aucun,0
F,57,rural,agriculture,1,2,32,433000,285000,148000,124000,50000,151000,12,14800,0.1,8.378,8000,0.615,1,0.608,1,2,1,0,1,0.89,0.819,aucun,0
M,45,urbain,services,0,2,20,807000,277000,530000,528000,75000,759000,12,74600,0.141,7.078,39000,0.197,0,0,0,0,0,0,0,0,0.557,aucun,0
M,29,urbain,services,0,4,76,750000,301000,449000,387000,86000,505000,12,49700,0.111,7.787,24000,0.59,1,0.696,0,0,0,0,0,0,0.874,aucun,0
F,40,urbain,vente_vivres,1,4,44,117000,105000,12000,9000,87000,150000,12,14800,1.233,0.608,1000,0.32,0,0,1,5,1,0,1,0.807,0.82,retards,1
M,45,rural,artisanat,0,3,20,818000,413000,405000,377000,80000,330000,12,32400,0.08,11.635,36000,0.788,1,0.383,1,1,0,0,0,0,0.351,aucun,0
F,36,rural,quincaillerie_materiaux,1,3,39,461000,392000,69000,67000,49000,201000,6,39500,0.572,1.696,7000,0.528,1,0.811,1,1,4,0,1,0.691,0.804,aucun,0
F,46,urbain,artisanat,0,4,18,420000,255000,165000,154000,82000,304000,12,29900,0.181,5.15,20000,0.325,1,0.65,1,0,0,0,1,0.705,0.737,aucun,0
F,45,urbain,commerce_detail,1,5,32,229000,202000,27000,27000,21000,150000,12,14800,0.548,1.824,1000,0.961,1,0.618,1,3,0,0,0,0,0.863,aucun,0
F,43,rural,vente_vivres,0,2,66,575000,472000,103000,102000,54000,435000,12,42800,0.416,2.383,17000,0.385,0,0,1,5,1,0,1,0.56,0.817,aucun,0
M,38,rural,services,0,3,45,7826000,2979000,4847000,3697000,82000,2540000,12,249800,0.052,14.8,41000,0.719,0,0,0,0,0,0,1,0.137,0.42,aucun,0
F,27,rural,commerce_detail,1,3,21,1763000,1425000,338000,254000,60000,1613000,12,158600,0.469,1.602,15000,0.206,0,0,0,0,0,0,1,0.206,0.414,aucun,0
M,37,rural,commerce_detail,0,7,16,135000,108000,27000,22000,26000,150000,12,14800,0.548,1.486,1000,0.773,0,0,1,8,3,0,0,0,0.483,aucun,0
M,40,rural,agriculture,0,5,48,3809000,2391000,1418000,1159000,102000,3338000,12,328200,0.231,3.531,105000,0.327,1,0.735,1,2,2,0,0,0,0.803,aucun,0
F,21,urbain,vente_vivres,1,9,84,248000,222000,26000,24000,22000,150000,12,14800,0.569,1.622,4000,0.517,0,0,0,0,0,0,0,0,0.602,aucun,0
F,40,rural,commerce_detail,1,4,33,744000,647000,97000,79000,78000,692000,12,68000,0.701,1.162,14000,0.884,0,0,1,2,0,0,0,0,0.574,aucun,0
M,37,urbain,commerce_detail,1,2,65,1619000,1356000,263000,226000,42000,423000,12,41600,0.158,5.433,23000,0.659,1,0.928,0,0,0,0,1,0.806,0.812,aucun,0
F,26,urbain,vente_vivres,0,1,45,916000,811000,105000,93000,49000,362000,12,35600,0.339,2.612,8000,0.694,1,0.645,0,0,0,0,1,0.87,0.704,aucun,0
M,35,rural,quincaillerie_materiaux,0,2,48,2464000,2130000,334000,311000,56000,1324000,12,130200,0.39,2.389,2000,0.554,1,0.8,0,0,0,0,1,0.665,0.855,aucun,0
F,35,rural,artisanat,0,1,17,415000,207000,208000,218000,40000,379000,12,37300,0.179,5.844,18000,0.723,0,0,0,0,0,0,0,0,0.693,aucun,0
M,55,urbain,agriculture,0,0,32,300000,223000,77000,74000,47000,150000,12,14800,0.192,5,4000,0.282,0,0,0,0,0,0,1,0.634,0.538,aucun,0
M,40,urbain,quincaillerie_materiaux,0,4,33,919000,759000,160000,133000,83000,808000,12,79500,0.497,1.673,0,0.713,0,0,0,0,0,0,1,0.675,0.862,aucun,0
F,47,rural,services,1,3,10,408000,174000,234000,200000,67000,184000,12,18100,0.077,11.049,36000,0.399,1,0.858,1,1,0,1,0,0,0.936,aucun,0
F,37,rural,commerce_detail,1,2,24,7110000,6219000,891000,680000,40000,7801000,12,767100,0.861,0.886,116000,0.756,1,0.726,1,0,3,0,1,0.477,0.538,retards,1
M,21,rural,artisanat,1,4,26,982000,605000,377000,330000,75000,485000,12,47700,0.127,6.918,64000,0.626,0,0,0,0,0,0,0,0,0.777,aucun,0
F,44,urbain,commerce_detail,0,5,21,1748000,1483000,265000,246000,109000,654000,12,64300,0.243,3.826,22000,0.735,1,0.853,1,3,0,0,0,0,0.545,aucun,0
F,32,urbain,commerce_detail,0,4,31,513000,450000,63000,65000,53000,426000,12,41900,0.665,1.551,6000,0.271,1,0.777,1,1,1,0,0,0,0.357,aucun,0
F,35,rural,agriculture,0,4,53,662000,368000,294000,244000,92000,321000,18,21000,0.071,11.618,30000,0.654,1,0.61,0,0,0,0,1,0.421,0.531,aucun,0
F,29,rural,artisanat,1,1,54,166000,97000,69000,57000,31000,150000,6,29500,0.428,1.932,11000,0.567,0,0,0,0,0,0,1,0.53,0.912,aucun,0
M,39,rural,commerce_detail,1,3,71,104000,84000,20000,15000,20000,150000,12,14800,0.74,1.013,1000,0.491,0,0,0,0,0,0,0,0,0.542,aucun,0
M,48,rural,services,0,2,58,124000,45000,79000,73000,49000,150000,12,14800,0.187,4.932,1000,0.357,0,0,0,0,0,0,1,0.518,0.806,aucun,0
F,46,urbain,vente_vivres,1,4,41,575000,507000,68000,71000,43000,252000,18,16500,0.243,4.303,8000,0.452,1,0.447,0,0,0,0,1,0.757,0.796,aucun,0
M,52,urbain,commerce_detail,0,4,72,460000,371000,89000,77000,56000,197000,18,12900,0.145,5.969,8000,0.464,1,0.796,0,0,0,0,1,0.321,0.744,aucun,0
F,54,rural,commerce_detail,1,5,27,950000,759000,191000,172000,89000,457000,12,44900,0.235,3.831,20000,0.519,0,0,1,2,3,0,0,0,0.632,retards,1
F,20,urbain,commerce_detail,1,5,35,7643000,6500000,1143000,877000,107000,4475000,24,220000,0.192,3.986,183000,0.515,1,0.719,1,2,0,0,1,0.514,0.749,aucun,0
M,27,rural,quincaillerie_materiaux,0,0,87,1383000,1277000,106000,98000,35000,1224000,12,120400,1.136,0.814,17000,0.774,0,0,1,3,1,0,1,0.384,0.843,aucun,0
M,22,rural,vente_vivres,0,2,26,1253000,1102000,151000,123000,61000,891000,12,87600,0.58,1.404,10000,0.757,0,0,1,0,2,0,0,0,0.712,aucun,0
F,44,rural,vente_vivres,0,2,10,454000,390000,64000,48000,40000,453000,12,44500,0.695,1.079,8000,0.882,1,0.297,1,2,1,0,0,0,0.781,retards,1
F,32,urbain,commerce_detail,1,4,16,255000,228000,27000,26000,20000,215000,12,21100,0.781,1.232,2000,0.864,0,0,1,3,2,0,0,0,0.675,retards,1
F,34,rural,artisanat,1,3,33,117000,75000,42000,33000,85000,150000,12,14800,0.352,2.23,4000,0.26,1,0.334,1,4,0,0,1,0.324,0.938,aucun,0
M,36,urbain,quincaillerie_materiaux,0,3,21,2020000,1819000,201000,157000,71000,1399000,24,68800,0.342,2.282,29000,0.428,0,0,1,4,0,0,1,0.449,0.706,aucun,0
F,41,urbain,artisanat,0,1,15,268000,148000,120000,98000,47000,161000,12,15800,0.132,6.202,6000,0.254,1,0.706,0,0,0,0,1,0.576,0.814,aucun,0
F,25,urbain,commerce_detail,1,3,55,167000,140000,27000,21000,20000,150000,12,14800,0.548,1.419,0,0.378,1,0.815,1,2,6,0,1,0.532,0.747,aucun,0
M,27,urbain,quincaillerie_materiaux,0,3,45,15857000,13464000,2393000,2242000,63000,6322000,12,621700,0.26,3.606,294000,0.224,1,0.849,0,0,0,0,1,0.806,0.47,aucun,0
F,38,rural,artisanat,1,4,11,169000,108000,61000,51000,42000,150000,12,14800,0.243,3.446,3000,0.581,1,0.585,1,4,1,0,1,0.289,0.868,aucun,0
F,49,rural,commerce_detail,1,2,61,666000,542000,124000,118000,58000,677000,18,44400,0.358,2.658,7000,0.218,0,0,1,1,1,0,1,0.266,0.974,aucun,0
F,38,urbain,commerce_detail,0,4,101,449000,388000,61000,56000,86000,429000,12,42200,0.692,1.327,1000,0.661,0,0,0,0,0,0,1,0.367,0.857,aucun,0
F,31,rural,commerce_detail,1,2,24,26406000,23369000,3037000,2600000,54000,6702000,12,659000,0.217,3.945,520000,0.303,1,0.752,0,0,0,0,1,0.245,0.877,aucun,0
F,20,urbain,commerce_detail,1,2,46,1216000,1029000,187000,151000,69000,536000,12,52700,0.282,2.865,28000,0.601,0,0,0,0,0,0,1,0.265,0.765,aucun,0
M,47,rural,vente_vivres,1,5,19,1525000,1249000,276000,263000,112000,1428000,12,140400,0.509,1.873,36000,0.682,0,0,0,0,0,0,1,0.415,0.963,aucun,0
M,31,rural,commerce_detail,0,3,38,712000,557000,155000,141000,74000,532000,18,34900,0.225,4.04,15000,0.645,1,0.606,1,2,0,0,1,0.549,0.698,aucun,0
M,28,urbain,commerce_detail,0,3,46,288000,248000,40000,39000,30000,150000,9,19700,0.492,1.98,0,0.382,0,0,0,0,0,0,1,0.929,0.738,aucun,0
M,23,urbain,quincaillerie_materiaux,0,1,33,247000,209000,38000,34000,31000,231000,6,45400,1.195,0.749,7000,0.248,0,0,1,1,1,0,1,0.339,0.72,aucun,0
F,25,urbain,commerce_detail,1,3,22,380000,298000,82000,81000,55000,338000,12,33200,0.405,2.44,3000,0.814,0,0,0,0,0,0,1,0.665,0.624,aucun,0
F,29,urbain,vente_vivres,0,4,26,3253000,2736000,517000,473000,81000,1592000,12,156500,0.303,3.022,67000,0.457,1,0.883,0,0,0,0,0,0,0.709,aucun,0
M,36,rural,services,0,5,12,483000,167000,316000,314000,90000,426000,12,41900,0.133,7.494,31000,0.654,0,0,0,0,0,0,0,0,0.531,aucun,0
F,27,urbain,commerce_detail,1,4,36,685000,580000,105000,96000,70000,688000,9,90200,0.859,1.064,5000,0.586,1,0.801,1,3,1,0,0,0,0.729,aucun,0
M,40,urbain,commerce_detail,1,2,80,35681000,28548000,7133000,7408000,73000,28549000,18,1871500,0.262,3.958,586000,0.386,1,0.819,1,3,1,0,1,0.451,0.469,aucun,0
M,36,urbain,commerce_detail,0,2,16,741000,632000,109000,110000,65000,654000,12,64300,0.59,1.711,11000,0.861,1,0.546,0,0,0,0,0,0,0.844,retards,1
F,58,rural,commerce_detail,0,3,71,316000,262000,54000,45000,72000,150000,18,9800,0.181,4.591,7000,0.367,1,0.557,1,3,1,0,1,0.402,0.535,aucun,0
F,23,urbain,vente_vivres,0,3,30,1111000,952000,159000,154000,66000,811000,9,106300,0.669,1.449,21000,0.346,1,0.596,1,4,1,0,1,0.78,0.629,aucun,0
F,39,rural,commerce_detail,0,6,12,415000,367000,48000,38000,34000,370000,12,36400,0.758,1.044,0,0.401,1,0.915,1,4,0,0,0,0,0.592,aucun,0
F,40,rural,commerce_detail,1,2,55,764000,603000,161000,165000,60000,491000,12,48300,0.3,3.416,25000,0.555,1,0.77,0,0,0,0,1,0.69,0.636,aucun,0
F,29,urbain,agriculture,1,5,36,923000,620000,303000,259000,96000,548000,9,71800,0.237,3.607,39000,0.737,1,0.977,1,1,0,0,0,0,0.706,aucun,0
F,39,urbain,artisanat,0,0,18,392000,192000,200000,179000,34000,286000,24,14100,0.07,12.694,28000,0.549,1,0.837,1,1,1,0,1,0.828,0.824,aucun,0
M,45,urbain,commerce_detail,0,7,23,700000,561000,139000,105000,93000,577000,24,28400,0.204,3.697,9000,0.436,1,0.64,0,0,0,0,0,0,0.465,aucun,0
M,39,urbain,commerce_detail,1,2,26,2327000,1986000,341000,345000,65000,2197000,12,216000,0.633,1.597,43000,0.505,0,0,0,0,0,0,1,0.221,0.76,aucun,0
M,50,rural,vente_vivres,1,1,32,351000,309000,42000,43000,35000,331000,24,16300,0.388,2.638,5000,0.821,0,0,1,3,1,0,0,0,0.44,aucun,0
F,20,rural,artisanat,0,3,38,43579000,25687000,17892000,15944000,76000,36938000,24,1816100,0.102,8.779,1089000,0.446,1,0.826,1,2,0,1,1,0.789,0.538,aucun,0
F,30,urbain,services,0,6,39,362000,156000,206000,166000,126000,393000,12,38600,0.187,4.3,6000,0.632,1,0.679,1,4,1,0,1,0.555,0.288,aucun,0
F,51,urbain,commerce_detail,0,3,52,71959000,62990000,8969000,8594000,75000,50900000,9,6673600,0.744,1.288,941000,0.605,1,0.811,1,1,1,0,0,0,0.967,aucun,0
F,46,urbain,commerce_detail,1,6,35,289000,232000,57000,48000,51000,181000,12,17800,0.312,2.696,8000,0.213,0,0,1,2,1,0,1,0.791,0.746,aucun,0
M,43,urbain,vente_vivres,1,2,42,427000,374000,53000,55000,44000,227000,12,22300,0.421,2.466,3000,0.605,1,0.447,1,0,1,0,1,0.74,0.726,aucun,0
F,49,rural,artisanat,1,3,36,2152000,1275000,877000,740000,55000,765000,18,50200,0.057,14.741,137000,0.237,0,0,1,0,0,0,1,0.449,0.785,aucun,0
F,21,rural,artisanat,0,5,123,2234000,1337000,897000,828000,92000,981000,12,96500,0.108,8.58,140000,0.732,0,0,1,4,2,0,1,0.596,0.516,aucun,0
